title,runtime,budget,Year,Genre,is_Nominated,Won,Animation,Comedy,Family,Adventure,Fantasy,Drama,Romance,Action,Crime,Thriller,History,Science,Fiction,Mystery,Horror,War,Foreign,Western,Documentary,Music,Biography,Sci-Fi,Film-Noir,Musical,Sport
Four Weddings and a Funeral,117,6000000,1994,Comedy Drama Romance ,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Love Trouble,123,45000000,1994,Action Comedy Romance ,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lion King,89,45000000,1994,Family Animation Drama ,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Buddha,140,35000000,1993,Drama History ,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Nightmare,112,14000000,1994,Horror Thriller Mystery Fantasy ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Mask,101,23000000,1994,Romance Comedy Crime Fantasy ,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Naked Gun 33⅓: The Final Insult,83,30000000,1994,Comedy Crime ,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Paper,112,6000000,1994,Comedy Drama ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reality Bites,99,11500000,1994,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Rock West,98,8000000,1993,Crime Drama Thriller ,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ri¢hie Ri¢h,95,40000000,1994,Comedy Family ,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The River Wild,111,45000000,1994,Action Adventure Crime Thriller ,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed,116,30000000,1994,Action Adventure Crime ,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timecop,99,27000000,1994,Thriller Science Fiction Action Crime ,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
True Lies,141,115000000,1994,Action Thriller ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyatt Earp,191,63000000,1994,Drama Action Western ,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A Low Down Dirty Shame,100,10000000,1994,Action Comedy Crime ,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Faster, Pussycat! Kill! Kill!",83,45000,1965,Action Crime ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason's Lyric,119,7000000,1994,Crime Drama Romance ,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Street Fighter,102,35000000,1994,Action Adventure Thriller ,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Highlander: The Final Dimension,99,26000000,1994,Action Fantasy Science Fiction ,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
In the Mouth of Madness,95,8000000,1994,Horror Mystery Thriller ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Age of Innocence,139,34000000,1993,Drama Romance ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Air Up There,107,17080000,1994,Comedy Family ,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barcelona,100,3200000,1994,Comedy Drama Romance ,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Being Human,122,40000000,1994,Drama Comedy Fantasy ,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beverly Hills Cop III,104,50000000,1994,Action Comedy Crime ,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Body Snatchers,87,13000000,1993,Horror Science Fiction Thriller ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
A Bronx Tale,121,22000000,1993,Drama Crime ,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calendar Girl,90,13000000,1993,Drama Comedy ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlito's Way,144,30000000,1993,Action Crime Drama Thriller ,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliffhanger,112,70000000,1993,Action Adventure Thriller ,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color of Night,121,40000000,1994,Drama Mystery Romance Thriller ,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dazed and Confused,102,6900000,1993,Comedy Drama ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demolition Man,115,57000000,1993,Crime Action Science Fiction ,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Even Cowgirls Get the Blues,96,8000000,1994,Western Drama Comedy Romance ,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
For Love or Money,94,30000000,1993,Comedy Romance ,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Firm,154,42000000,1993,Drama Mystery Thriller ,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Free Willy,112,20000000,1993,Family Adventure ,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fugitive,130,44000000,1993,Adventure Action Thriller Crime Mystery ,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Geronimo: An American Legend,115,35000000,1993,History Action Drama Western ,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Getting Even with Dad,109,30000000,1994,Family Comedy Crime ,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard Target,97,18000000,1993,Action Adventure Crime Thriller ,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heaven & Earth,140,33000000,1993,History War Action Drama ,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hot Shots! Part Deux,86,25000000,1993,Action Comedy War ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The House of the Spirits,140,25000000,1993,Romance Drama ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hudsucker Proxy,111,30000000,1994,Comedy Drama ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'll Do Anything,115,40000000,1994,Comedy Drama ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In the Line of Fire,128,40000000,1993,Action Drama Thriller Crime Mystery ,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
In the Name of the Father,133,13000000,1993,Drama ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Hollywood,112,30000000,1994,Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jurassic Park,127,63000000,1993,Adventure Science Fiction ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Kalifornia,117,9000000,1993,Thriller Crime ,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Killing Zoe,96,1500000,1993,Action Crime Drama Thriller ,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Last Action Hero,130,85000000,1993,Adventure Fantasy Action Comedy Family ,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Made in America,111,22000000,1993,Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan Murder Mystery,104,13500000,1993,Comedy Mystery ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Menace II Society,97,3500000,1993,Drama Action Crime ,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Executive Decision,133,55000000,1996,Action Adventure Drama Thriller ,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Much Ado About Nothing,111,8000000,1993,Drama Comedy Romance ,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrs. Doubtfire,125,25000000,1993,Comedy Drama Family ,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Next Karate Kid,107,12000000,1994,Adventure ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No Escape,118,20000000,1994,Action Drama Science Fiction Thriller ,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
North,87,40000000,1994,Comedy Drama Family Fantasy Science Fiction ,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Orlando,93,4000000,1992,Romance Drama Fantasy ,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Perfect World,138,30000000,1993,Crime Drama Thriller ,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia,125,26000000,1993,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Piano,121,7000000,1993,Drama Romance ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poetic Justice,109,14000000,1993,Drama Romance ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ref,97,11000000,1994,Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Remains of the Day,134,11500000,1993,Drama Romance ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renaissance Man,128,40000000,1994,Comedy War ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RoboCop 3,104,22000000,1993,Action Adventure Crime Science Fiction Thriller ,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Robin Hood: Men in Tights,104,20000000,1993,Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romeo Is Bleeding,100,11500000,1993,Action Crime Drama Thriller ,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruby in Paradise,114,800000,1993,Drama Romance ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rudy,114,12000000,1993,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schindler's List,195,22000000,1993,Drama History War ,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Serial Mom,95,13000000,1994,Comedy Crime Horror Thriller ,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Shadow,108,25000000,1994,Adventure Fantasy Action Thriller Science Fiction ,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Shadowlands,131,22000000,1993,Drama Romance ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sleepless in Seattle,105,21000000,1993,Comedy Drama Romance ,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sliver,108,40000000,1993,Drama Thriller ,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blade Runner,117,28000000,1982,Science Fiction Drama Thriller ,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
So I Married an Axe Murderer,93,20000000,1993,Comedy Crime Romance ,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Striking Distance,102,30,1993,Crime Action Mystery Thriller ,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Super Mario Bros.,104,48000000,1993,Adventure Comedy Family Fantasy ,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surviving the Game,96,7400000,1994,Action Adventure Thriller Crime ,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terminal Velocity,102,50000000,1994,Action Thriller ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Nightmare Before Christmas,76,18000000,1993,Fantasy Animation Family ,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Three Musketeers,105,30000000,1993,Action Adventure Comedy ,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tombstone,130,25000000,1993,Action Adventure Drama History Western ,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
True Romance,120,12500000,1993,Action Thriller Crime Romance ,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pagemaster,80,27000000,1994,Fantasy Science Fiction Family Animation ,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Spanking the Monkey,106,200000,1994,Comedy Drama ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Home Alone,103,18000000,1990,Comedy Family ,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghost,127,22000000,1990,Fantasy Drama Thriller Mystery Romance ,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Aladdin,90,28000000,1992,Animation Family Comedy Adventure Fantasy Romance ,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terminator 2: Judgment Day,137,100000000,1991,Action Thriller Science Fiction ,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Dances with Wolves,181,22000000,1990,Adventure Drama Western ,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Batman,126,35000000,1989,Fantasy Action ,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Silence of the Lambs,119,19000000,1991,Crime Drama Thriller ,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snow White and the Seven Dwarfs,83,1488423,1937,Fantasy Animation Family ,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beauty and the Beast,84,25000000,1991,Romance Family Animation Fantasy Music ,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pinocchio,88,2600000,1940,Animation Family ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pretty Woman,119,14000000,1990,Romance Comedy ,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wild Bunch,145,6244087,1969,Adventure Western ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Fargo,98,7000000,1996,Crime Drama Thriller ,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Metal,90,9300000,1981,Animation Science Fiction ,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Hellraiser: Bloodline,86,4000000,1996,Horror Thriller Science Fiction ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
The Pallbearer,97,8000000,1996,Comedy Romance ,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loaded,91,500000,1996,Drama Mystery Thriller ,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Aristocats,78,4000000,1970,Animation Comedy Family Adventure ,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primal Fear,129,30000000,1996,Crime Drama Mystery Thriller ,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Theodore Rex,92,33500000,1995,Fantasy Science Fiction Family ,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Girl 6,108,12000000,1996,Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Courage Under Fire,117,46000000,1996,Drama Thriller Mystery War ,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Mission: Impossible,110,80000000,1996,Adventure Action Thriller ,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DragonHeart,103,57000000,1996,Fantasy ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James and the Giant Peach,79,38000000,1996,Adventure Animation Family ,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faithful,91,13000000,1996,Comedy Crime Drama ,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Underground,170,14000000,1995,War Drama Comedy ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Space Jam,88,80000000,1996,Animation Comedy Drama Family Fantasy ,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbarella,98,9000000,1968,Science Fiction ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Alphaville,100,220000,1965,Drama Science Fiction Mystery ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Mrs. Winterbourne,105,25000000,1996,Comedy Romance Drama ,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faces,130,275000,1968,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Quest,95,30000000,1996,Action Adventure ,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver & Company,74,31000000,1988,Animation Comedy Family ,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flipper,95,25530000,1996,Adventure Family ,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Man,121,9000000,1995,Drama Fantasy Western ,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Horseman on the Roof,135,35000000,1995,War Adventure Drama Romance ,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Multiplicity,117,45000000,1996,Comedy Fantasy Science Fiction ,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Craft,101,15000000,1996,Drama Fantasy Horror Thriller ,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Heaven's Prisoners,132,25000000,1996,Drama Mystery Thriller ,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Original Gangstas,99,4800000,1996,Action Drama Crime Thriller ,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Rock,136,75000000,1996,Action Adventure Thriller ,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cemetery Man,105,4000000,1994,Fantasy Drama Horror Comedy ,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Twister,113,92000000,1996,Action Adventure Drama ,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spy Hard,81,18000000,1996,Action Comedy ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Arrival,115,25000000,1996,Action Mystery Science Fiction Thriller ,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,95,1800000,1964,Drama Comedy War ,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Phantom,100,45000000,1996,Adventure Action ,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Striptease,115,50000000,1996,Drama Thriller Crime ,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,113,45000000,1996,Comedy Drama Science Fiction ,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pharaoh's  Army,90,50,1995,Western Drama War ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Trainspotting,93,4000000,1996,Drama Crime ,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Til There Was You,113,1000000,1997,Comedy Romance ,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Independence Day,145,75000000,1996,Action Adventure Science Fiction ,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Fan,116,55000000,1996,Drama Mystery Thriller ,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Hunchback of Notre Dame,91,100000000,1996,Drama Animation Family ,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Cable Guy,96,47000000,1996,Comedy Drama Thriller ,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kingpin,113,27000000,1996,Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eraser,115,100000000,1996,Action Drama Mystery Thriller ,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Nutty Professor,95,54000000,1996,Fantasy Comedy Romance Science Fiction ,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Daylight,115,80000000,1996,Action Adventure Thriller ,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Frighteners,110,30000000,1996,Horror Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lone Star,135,5000000,1996,Drama Mystery Romance ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Harriet the Spy,100,12000000,1996,Comedy Drama Family ,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phenomenon,123,32000000,1996,Drama Fantasy Romance Science Fiction ,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
She's the One,96,3500000,1996,Comedy Romance ,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Time to Kill,149,40000000,1996,Crime Drama Thriller ,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,109,23000000,1996,Adventure ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fled,98,25000000,1996,Action Comedy Thriller ,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazaam,93,20000000,1996,Fantasy Comedy Science Fiction Family ,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Larger Than Life,93,30000000,1996,Family Comedy ,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe's Apartment,78,13000000,1996,Fantasy Comedy Music ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
