title,budget,Year,is_Nominated,Won,Animation,Comedy,Family,Adventure,Fantasy,Drama,Romance,Action,Crime,Thriller,History,Science,Fiction,Mystery,Horror,War,Foreign,Western,Documentary,Music,Biography,Sci-Fi,Film-Noir,Musical,Sport,month,Runtime,country,Metascore,imdbRating
The Specialist,45000000,1994,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Oct 1994,110 min,USA,,5.6
Stargate,55000000,1994,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28 Oct 1994,116 min,"USA, France",42.0,7.1
The Santa Clause,22000000,1994,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 Nov 1994,97 min,"USA, Canada",57.0,6.5
The Shawshank Redemption,25000000,1994,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Oct 1994,142 min,USA,80.0,9.3
The Sum of Us,32,1994,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08 Mar 1995,100 min,Australia,,7.3
Tank Girl,25000000,1995,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31 Mar 1995,104 min,"USA, UK",46.0,5.4
Star Trek: Generations,38000000,1994,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18 Nov 1994,118 min,USA,55.0,6.6
Tales from the Hood,6000000,1995,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24 May 1995,98 min,USA,,6.3
The Underneath,6500000,1995,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 Apr 1995,99 min,USA,69.0,6.1
What's Eating Gilbert Grape,11000000,1993,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 Mar 1994,118 min,USA,73.0,7.8
Virtuosity,30000000,1995,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,04 Aug 1995,106 min,USA,39.0,5.6
While You Were Sleeping,17000000,1995,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21 Apr 1995,103 min,USA,67.0,6.7
Muriel's Wedding,3000000,1994,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31 Mar 1995,106 min,"Australia, France",63.0,7.2
Ace Ventura: Pet Detective,15000000,1994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04 Feb 1994,86 min,USA,37.0,6.9
Bitter Moon,5000000,1992,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 Mar 1994,139 min,"France, UK",,7.2
Clear and Present Danger,62000000,1994,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Aug 1994,141 min,"USA, Mexico",74.0,6.9
The Client,45000000,1994,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20 Jul 1994,119 min,USA,65.0,6.7
The Crow,15000000,1994,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 May 1994,102 min,USA,71.0,7.6
The Flintstones,46000000,1994,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27 May 1994,91 min,USA,38.0,4.9
Forrest Gump,55000000,1994,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 Jul 1994,142 min,USA,82.0,8.8
Four Weddings and a Funeral,6000000,1994,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Apr 1994,117 min,UK,81.0,7.0
I Love Trouble,45000000,1994,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29 Jun 1994,123 min,USA,,5.3
The Lion King,45000000,1994,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 Jun 1994,88 min,USA,88.0,8.5
Little Buddha,35000000,1993,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 May 1994,123 min,"France, Liechtenstein, UK",,6.1
New Nightmare,14000000,1994,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14 Oct 1994,112 min,USA,64.0,6.4
The Mask,23000000,1994,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29 Jul 1994,101 min,USA,56.0,6.9
The Paper,6000000,1994,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Mar 1994,112 min,USA,70.0,6.6
Reality Bites,11500000,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 Feb 1994,99 min,USA,67.0,6.6
Red Rock West,8000000,1993,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 May 1993,98 min,USA,79.0,7.0
Ri¢hie Ri¢h,40000000,1994,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21 Dec 1994,95 min,USA,49.0,5.4
The River Wild,45000000,1994,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 Sep 1994,111 min,USA,,6.4
Speed,30000000,1994,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Jun 1994,116 min,USA,78.0,7.2
Timecop,27000000,1994,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16 Sep 1994,99 min,"Canada, USA, Japan",48.0,5.9
True Lies,115000000,1994,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Jul 1994,141 min,USA,63.0,7.2
Wyatt Earp,63000000,1994,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24 Jun 1994,191 min,USA,47.0,6.7
A Low Down Dirty Shame,10000000,1994,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Nov 1994,100 min,USA,,6.0
"Faster, Pussycat! Kill! Kill!",45000,1965,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 Aug 1965,83 min,USA,65.0,6.7
Jason's Lyric,7000000,1994,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 Sep 1994,119 min,USA,,6.6
Street Fighter,35000000,1994,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Dec 1994,102 min,"Japan, USA",,4.0
Highlander: The Final Dimension,26000000,1994,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27 Jan 1995,99 min,"UK, France, Canada",28.0,4.5
In the Mouth of Madness,8000000,1994,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,03 Feb 1995,95 min,USA,53.0,7.2
The Age of Innocence,34000000,1993,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Oct 1993,139 min,USA,90.0,7.2
The Air Up There,17080000,1994,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Jan 1994,107 min,USA,,5.5
Barcelona,3200000,1994,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29 Jul 1994,101 min,USA,74.0,7.0
Being Human,40000000,1994,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Jan 2011,44 min,"Canada, USA",,7.5
Beverly Hills Cop III,50000000,1994,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 May 1994,104 min,USA,16.0,5.6
Body Snatchers,13000000,1993,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,18 Feb 1994,87 min,USA,65.0,5.9
A Bronx Tale,22000000,1993,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Oct 1993,121 min,USA,80.0,7.8
Calendar Girl,13000000,1993,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Sep 1993,90 min,USA,,5.1
Carlito's Way,30000000,1993,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Nov 1993,144 min,USA,65.0,7.9
Cliffhanger,70000000,1993,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 May 1993,113 min,"USA, Italy, France",60.0,6.4
Color of Night,40000000,1994,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19 Aug 1994,121 min,USA,36.0,5.2
Dazed and Confused,6900000,1993,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Feb 1994,102 min,USA,78.0,7.6
Demolition Man,57000000,1993,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,08 Oct 1993,115 min,USA,34.0,6.7
Even Cowgirls Get the Blues,8000000,1994,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20 May 1994,95 min,USA,28.0,4.4
For Love or Money,30000000,1993,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Oct 1993,96 min,USA,,6.2
The Firm,42000000,1993,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30 Jun 1993,154 min,USA,58.0,6.8
Free Willy,20000000,1993,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Jul 1993,112 min,"USA, France, Mexico",79.0,6.0
The Fugitive,44000000,1993,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06 Aug 1993,130 min,USA,87.0,7.8
Geronimo: An American Legend,35000000,1993,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10 Dec 1993,115 min,USA,,6.5
Getting Even with Dad,30000000,1994,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Jun 1994,109 min,USA,,4.8
Hard Target,18000000,1993,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Aug 1993,97 min,USA,,6.2
Heaven & Earth,33000000,1993,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21 Feb 2002,97 min,"UK, France, Italy, Germany, USA",68.0,7.0
Hot Shots! Part Deux,25000000,1993,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21 May 1993,86 min,USA,,6.6
The House of the Spirits,25000000,1993,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Apr 1994,140 min,"Portugal, Germany, Denmark, USA, France",,6.9
The Hudsucker Proxy,30000000,1994,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 Mar 1994,111 min,"UK, Germany, USA",53.0,7.2
I'll Do Anything,40000000,1994,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 Feb 1994,115 min,USA,,5.5
In the Line of Fire,40000000,1993,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,09 Jul 1993,128 min,USA,74.0,7.2
In the Name of the Father,13000000,1993,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Feb 1994,133 min,"Ireland, UK",84.0,8.1
Jimmy Hollywood,30000000,1994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 Mar 1994,112 min,USA,,5.3
Jurassic Park,63000000,1993,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11 Jun 1993,127 min,USA,68.0,8.1
Kalifornia,9000000,1993,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Sep 1993,117 min,USA,49.0,6.7
Killing Zoe,1500000,1993,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Sep 1994,96 min,"France, USA",,6.5
Last Action Hero,85000000,1993,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 Jun 1993,130 min,USA,44.0,6.4
Made in America,22000000,1993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 May 1993,111 min,"USA, France",,5.1
Manhattan Murder Mystery,13500000,1993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18 Aug 1993,104 min,USA,,7.4
Menace II Society,3500000,1993,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 May 1993,97 min,USA,76.0,7.5
Executive Decision,55000000,1996,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Mar 1996,133 min,USA,62.0,6.4
Much Ado About Nothing,8000000,1993,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02 Jul 1993,111 min,"UK, USA",,7.3
Mrs. Doubtfire,25000000,1993,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 Nov 1993,125 min,USA,53.0,7.0
The Next Karate Kid,12000000,1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 Sep 1994,107 min,USA,36.0,4.4
No Escape,20000000,1994,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,26 Aug 2015,103 min,USA,38.0,6.8
North,40000000,1994,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22 Jul 1994,87 min,USA,,4.5
Orlando,4000000,1992,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 Jun 1993,94 min,"UK, Russia, Italy, France, Netherlands",74.0,7.2
A Perfect World,30000000,1993,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 Nov 1993,138 min,USA,71.0,7.6
Philadelphia,26000000,1993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Jan 1994,125 min,USA,66.0,7.7
The Piano,7000000,1993,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 Feb 1994,121 min,"New Zealand, Australia, France",89.0,7.6
Poetic Justice,14000000,1993,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Jul 1993,109 min,USA,51.0,6.0
The Ref,11000000,1994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 Mar 1994,96 min,USA,,6.9
The Remains of the Day,11500000,1993,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Nov 1993,134 min,"USA, UK",84.0,7.8
Renaissance Man,40000000,1994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,03 Jun 1994,128 min,USA,44.0,6.2
RoboCop 3,22000000,1993,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,05 Nov 1993,104 min,USA,40.0,4.1
Robin Hood: Men in Tights,20000000,1993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 Jul 1993,104 min,"France, USA",44.0,6.7
Romeo Is Bleeding,11500000,1993,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 Feb 1994,110 min,"UK, USA",,6.6
Ruby in Paradise,800000,1993,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05 Nov 1993,114 min,USA,,7.0
Rudy,12000000,1993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 Oct 1993,114 min,USA,71.0,7.5
Schindler's List,22000000,1993,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,04 Feb 1994,195 min,USA,94.0,8.9
Serial Mom,13000000,1994,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13 Apr 1994,95 min,USA,64.0,6.8
The Shadow,25000000,1994,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,01 Jul 1994,108 min,USA,,6.1
Shadowlands,22000000,1993,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Jan 1994,131 min,UK,,7.3
Sleepless in Seattle,21000000,1993,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Jun 1993,105 min,USA,72.0,6.8
Sliver,40000000,1993,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21 May 1993,107 min,USA,38.0,5.0
Blade Runner,28000000,1982,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25 Jun 1982,117 min,USA,84.0,8.1
So I Married an Axe Murderer,20000000,1993,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 Jul 1993,93 min,USA,,6.4
Striking Distance,30,1993,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17 Sep 1993,102 min,USA,,5.9
Super Mario Bros.,48000000,1993,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 May 1993,104 min,"UK, USA, Japan, France",,4.0
Surviving the Game,7400000,1994,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Apr 1994,96 min,USA,41.0,6.2
Terminal Velocity,50000000,1994,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Sep 1994,102 min,"USA, Canada",,5.5
The Nightmare Before Christmas,18000000,1993,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29 Oct 1993,76 min,USA,82.0,8.0
The Three Musketeers,30000000,1993,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21 Oct 2011,110 min,"USA, Germany, France, UK",35.0,5.7
Tombstone,25000000,1993,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25 Dec 1993,130 min,USA,50.0,7.8
True Romance,12500000,1993,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Sep 1993,119 min,"USA, France",59.0,7.9
The Pagemaster,27000000,1994,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23 Nov 1994,80 min,USA,,6.1
Spanking the Monkey,200000,1994,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Jul 1994,100 min,USA,66.0,6.2
Home Alone,18000000,1990,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Nov 1990,103 min,USA,63.0,7.6
Ghost,22000000,1990,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13 Jul 1990,127 min,USA,52.0,7.0
Aladdin,28000000,1992,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Nov 1992,90 min,USA,86.0,8.0
Terminator 2: Judgment Day,100000000,1991,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,03 Jul 1991,137 min,USA,75.0,8.5
Dances with Wolves,22000000,1990,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21 Nov 1990,181 min,"USA, UK",72.0,8.0
Batman,35000000,1989,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Jun 1989,126 min,"USA, UK",69.0,7.5
The Silence of the Lambs,19000000,1991,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Feb 1991,118 min,USA,85.0,8.6
Snow White and the Seven Dwarfs,1488423,1937,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 Feb 1938,83 min,USA,95.0,7.6
Beauty and the Beast,25000000,1991,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22 Nov 1991,84 min,USA,95.0,8.0
Pinocchio,2600000,1940,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Feb 1940,88 min,USA,99.0,7.4
Pretty Woman,14000000,1990,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Mar 1990,119 min,USA,51.0,7.0
The Wild Bunch,6244087,1969,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19 Jun 1969,135 min,USA,97.0,7.9
Fargo,7000000,1996,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05 Apr 1996,98 min,"USA, UK",85.0,8.1
Heavy Metal,9300000,1981,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,07 Aug 1981,86 min,Canada,51.0,6.7
Hellraiser: Bloodline,4000000,1996,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,08 Mar 1996,85 min,USA,21.0,5.2
The Pallbearer,8000000,1996,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 May 1996,98 min,USA,,4.9
Loaded,500000,1996,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25 Mar 2008,98 min,USA,,4.5
The Aristocats,4000000,1970,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 Dec 1970,78 min,USA,66.0,7.1
Primal Fear,30000000,1996,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,03 Apr 1996,129 min,USA,47.0,7.7
Theodore Rex,33500000,1995,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14 Dec 1995,92 min,USA,,2.4
Girl 6,12000000,1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 Mar 1996,108 min,USA,44.0,5.1
Courage Under Fire,46000000,1996,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,12 Jul 1996,116 min,USA,77.0,6.6
Mission: Impossible,80000000,1996,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21 Dec 2011,132 min,"USA, United Arab Emirates, Czech Republic, India, Canada",73.0,7.4
DragonHeart,57000000,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31 May 1996,103 min,USA,,6.5
James and the Giant Peach,38000000,1996,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Apr 1996,79 min,"UK, USA",78.0,6.7
Faithful,13000000,1996,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Apr 1996,91 min,USA,,5.9
Underground,14000000,1995,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20 Jun 1997,167 min,"Federal Republic of Yugoslavia, France, Germany, Bulgaria, Czech Republic, Hungary, UK, USA",,8.1
Space Jam,80000000,1996,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Nov 1996,88 min,USA,59.0,6.4
Barbarella,9000000,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10 Oct 1968,98 min,"France, Italy",51.0,5.9
Alphaville,220000,1965,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,05 May 1965,99 min,"France, Italy",,7.2
Mrs. Winterbourne,25000000,1996,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Apr 1996,105 min,USA,35.0,6.2
Faces,275000,1968,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Oct 1968,130 min,USA,,7.7
The Quest,30000000,1996,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 Apr 1996,95 min,"USA, Canada",,5.6
